GaugeLID,Location,Latitude,Longitude,Waterbody,State,Action,Flood,Moderate,Major,LowThresh,LowThreshU
SFLM7,St. Francisville,40.4625,-91.566944,Des Moines River,MO,17,18,22,25,,ft
SFLM8,near White Sulphur Springs near Ft Logan,46.795833,-111.178611,Smith River (MT),MT,,,,,,ft
SFLN2,San Jacinto,41.944444,-114.6875,Salmon Falls Creek,NV,9,10,11,13,,ft
SFLS2,Sioux Falls 60th St. North,43.600833,-96.740278,Big Sioux River,SD,10,12,14,16,,ft
SFMG1,Snapfinger,33.666111,-84.224722,South River,GA,11,13,19,25,,ft
SFMO3,Riverside,43.553611,-118.167778,South Fork Malheur River,OR,,,,,,ft
SFMS2,Sioux Falls Maple Street,43.573056,-96.763889,Big Sioux River,SD,14,15,18,21,,ft
SFNI1,Neal Bridge,43.550556,-115.721944,South Fork Boise River,ID,,,,,,ft
SFPG1,Clarkston,33.808333,-84.248056,South Fork Peachtree Creek,GA,8,10,15,19,,ft
SFPN5,San Felipe Pueblo,35.444722,-106.439722,Rio Grande,NM,8,8.5,9.5,11,,ft
SFPW2,Price Run,39.506111,-80.528056,Price Run,WV,,,,,,ft
SFRA4,St. Francis,36.455833,-90.137778,St. Francis River,AR,19,22,27,31,,ft
SFRM4,Southfield,42.447778,-83.297778,Rouge River,MI,12,12,14,16,,ft
SFRW4,Robertson,41.053889,-110.398611,East Fork Smiths Fork,WY,6.5,7.7,7.9,8.1,,ft
SFSI1,Stibnite,44.905833,-115.328333,EF of SF Salmon River,ID,,,,,,ft
SFSV2,Luray,38.646111,-78.535,South Fork Shenandoah River,VA,13,14,20,25,,ft
SFTA2,Shishmaref,66.2598,-166.0733,Bering Sea,AK,4,7,9,11,,ft
SFTG1,Lithonia,33.748056,-84.083889,Swift Creek,GA,7,9,14,19,,ft
SFTM8,Swift Dam near Dupuyer,48.16,-112.88,Birch Creek (MT),MT,4895,,,,,ft
SFTN7,McCuller's Crossroads,35.6925,-78.692778,Swift Creek,NC,11,12,13,14,,ft
SFWI1,Wallace,47.476944,-115.927778,South Fork Coeur d'Alene River,ID,,,,,,ft
SFWI3,Lafayette,40.417778,-86.768056,South Fork Wildcat Creek,IN,8,10,13,15,20,cfs
SFYV2,Speers Ferry,36.648611,-82.750556,Clinch River,VA,16,18,28,32,,ft
SFZM5,Rochester 5SW,43.979167,-92.558333,South Fork Zumbro River,MN,91,96,,,,ft
SGAT2,Saragosa,30.957778,-103.459167,Barrilla Draw,TX,,,,,,ft
SGBK1,Topeka Gage Blvd,39.0175,-95.725,Shunganunga Creek,KS,9,15,18.2,23,,ft
SGDU1,Sigurd,38.873333,-111.953333,Sevier River,UT,7.5,8.5,10,11,,ft
SGET2,Sanger,33.336111,-97.179167,Clear Creek,TX,23,25,28,30,,ft
SGFM7,Springfield,37.15,-93.203333,James River (MO),MO,8,12,15,20,2.3,ft
SGFO1,Springfield,39.923056,-83.870278,Mad River,OH,8,11,13,15,,ft
SGGC1,Spring Street,33.811944,-118.090278,San Gabriel River (CA),CA,6,8,,,,ft
SGLA2,Valdez,61.079167,-146.303056,Solomon Gulch Creek,AK,,,,,,
SGLT1,Sugarlands,35.686389,-83.540278,Fighting Creek,TN,,,,,,ft
SGOT2,San Angelo,31.308889,-100.445556,Pecan Creek (Concho River Basin),TX,8,10,14,17,,ft
SGRA2,Pump Station #3,69.015,-148.817222,Sagavanirktok River,AK,19,20,22,,,ft
SGSM2,Straits Point,38.138333,-76.5,St. George Creek,MD,2.5,2.7,3.5,5,,ft
SGTC1,Santa Margarita Lake,35.334167,-120.503333,Salinas River,CA,,,,,,ft
SGVP1,Spring Grove,39.878611,-76.853611,Codorus Creek,PA,,,,,,ft
SGWN7,Sugar Grove,36.239167,-81.822222,Watauga River,NC,5,6,10,14,,ft
SHAM8,Shawmut,46.318992,-109.460547,Musselshell River,MT,,,,,,
SHAS2,Shadehill Reservoir,45.753333,-102.203889,Grand River,SD,2272,,,,,ft
SHAT2,Shamrock,35.264167,-100.241389,North Fork of the Red River,TX,9,10,13,20,,ft
SHAV2,Shawsville,37.14,-80.266667,Roanoke River,VA,4,5,7,9,,ft
SHAW3,Shawano,44.835833,-88.625,Wolf River (WI),WI,10,11,13,15,,ft
SHBL1,Shell Beach,29.868056,-89.673056,Tide Station (LIX),LA,,,,,,ft
SHBM6,Shubuta,31.8575,-88.686944,Chickasawhay River,MS,29,30,37,47,,ft
SHBN4,Stone Harbor,39.056944,-74.765833,Great Channel,NJ,5.5,6,7,8,,ft
SHBN6,Sherburne,42.678611,-75.510833,Chenango River,NY,6.5,8.5,9.5,10.6,,ft
SHBW4,Sheridan,44.8225,-106.961944,Goose Creek,WY,,,,,,
SHCT2,Sachse,32.959722,-96.614167,Rowlette Creek,TX,23,24,27,29,,ft
SHDP1,Shenango Dam Tailwater,41.266111,-80.472778,Shenango River,PA,,6.8,,,,ft
SHDT1,South Holston Dam,36.520278,-82.095556,South Fork Holston River,TN,,,,,,ft
SHEA1,Sherwood Drive in Huntsville,34.664167,-86.554167,Aldridge Creek (AL),AL,11,12,14,15,,ft
SHEC1,St. Helena,38.511389,-122.454722,Napa River,CA,,16,18,19,,ft
SHEN1,Shelby,41.351944,-97.403056,Clear Creek,NE,7,8,9,11,,ft
SHEW2,Shepherdstown,39.434722,-77.801389,Potomac River,WV,8,15,22,25,,ft
SHEW3,Sheldon,45.308056,-90.956389,Jump River,WI,,,,,,ft
SHIF1,Campbell,28.266944,-81.448056,Shingle Creek,FL,58,59,,,,ft
SHIW3,Shiocton,44.444444,-88.580278,Wolf River (WI),WI,9,12,13.5,15,,ft
SHJC1,Sand Hill Road (BCSH),37.4099,-122.2418,Bear Creek (SFJPA),CA,,,,,,ft
SHKT1,Kingsport,36.517778,-82.541111,South Fork Holston River,TN,,,,,,ft
SHLG1,Griffin,33.257222,-84.3625,Shoal Creek,GA,5,7,9,11,,ft
SHLI1,Shelley,43.262703,-112.047811,Blackfoot River,ID,,,,,,ft
SHLI2,South Holland,41.606944,-87.597778,Little Calumet River,IL,15,16.5,18,20,,ft
SHLI3,Shoals,38.666944,-86.791944,East Fork White River,IN,10,20,25,30,0.26,kcfs
SHLI4,Sheldon,43.195833,-95.845833,Floyd River,IA,11,12,14,16,,ft
SHLM8,Shelby,48.427197,-111.889836,Marias River,MT,8,9,13,15,,ft
SHLO1,Shelby,40.881111,-82.659722,Black Fork Mohican River,OH,,,,,,ft
SHLT2,Sheldon,29.876111,-95.093611,San Jacinto River,TX,8,10,13,15,,ft
SHLV2,Riverside nr Chilhowie,36.760278,-81.631389,South Fork Holston River,VA,5,7,9,11,,ft
SHNI2,Shawneetown,37.691944,-88.133333,Ohio River,IL,30,33,43,53,,ft
SHNI4,Shenandoah,40.7857,-95.3849,East Nishnabotna River,IA,14,15,19,23,,ft
SHNO3,St. Helens,45.863611,-122.79624,Columbia River,OR,16,17,,21,,ft
SHNP1,Shinglehouse,41.961667,-78.198333,Oswayo Creek,PA,,,,,,ft
SHNV2,Jollett,38.446944,-78.558056,Naked Creek,VA,6,,,,,ft
SHOG1,Panthersville,33.693333,-84.253889,Shoal Creek,GA,9,11,13,16,,ft
SHOP1,Shoemakers,41.088056,-75.038056,Bush Kill,PA,5,6,7,8,,ft
SHPF1,Shell Point,30.06,-84.290556,Gulf of Mexico Tide Gauge,FL,3.3,4.8,5.6,7.1,-3,ft
SHPG1,Sharpsburg,33.389167,-84.623333,Shoal Creek,GA,8,10,16,22,,ft
SHPK2,Shepherdsville,37.985,-85.7175,Salt River (KY),KY,30,32,35,40,0.4,ft
SHPM2,Upper Marlboro,38.818333,-76.751944,School House Pond,MD,,,,,,ft
SHPP1,Shenango Dam Pool,41.265,-80.463056,Shenango River,PA,,917.6,,,,ft
SHRC2,Sheridan,39.652222,-105.033056,Bear Creek (CO),CO,,,,,,
SHRI4,Shell Rock,42.711925,-92.582966,Shell Rock River (Northeast IA),IA,11,13.5,18,20,,ft
SHRM4,Sherman,44.436389,-85.698611,Manistee River,MI,14,15,16,17,,ft
SHRP1,Sharpsburg Lock and Dam,40.4875,-79.915278,Allegheny River,PA,16.3,21,22,23,,ft
SHTA2,Shaktoolik,64.352222,-161.184167,Bering Sea,AK,,,,,,
SHVK2,Shopville,37.210556,-84.464444,Buck Creek,KY,,,,,,ft
SHVM3,Shattuckville,42.638418,-72.725092,North River,MA,6,9,11,13,,ft
SHVT1,Shelbyville,35.480278,-86.499167,Duck River,TN,21,25,27.5,32,,ft
SHWN8,Sherwood,48.99,-101.957778,Souris River,ND,1622,1623,1625,1630,,ft
SHYI1,Shelley,43.413125,-112.1349,Snake River,ID,12,12.5,13,13.5,,ft
SHYM5,Shelly,47.411944,-96.763333,Marsh River,MN,13,14,20,23,,ft
SICN4,Sea Isle City,39.1575,-74.697778,Ludlum Thorofare,NJ,5.4,5.9,6.9,7.9,,ft
SIDM1,North Sidney,44.472222,-69.6839,Kennebec River,ME,15,17,25,30,,ft
SIDM8,Sidney,47.6775,-104.155278,Yellowstone River,MT,17,19,20,21.7,2,ft
SIDN6,Sidney,42.315,-75.411944,Susquehanna River,NY,975.5,981.5,983.5,984.6,,ft
SIDO1,Sidney,40.286944,-84.15,Great Miami River,OH,8,10,14.6,18,,ft
SIFI1,Idaho Falls,43.604678,-112.058569,Snake River,ID,,,,,,ft
SIFS2,Sioux Falls,43.533611,-96.790556,Skunk Creek,SD,9.5,11.5,15,17,,ft
SIGI4,Sigourney,41.300833,-92.204444,Skunk River,IA,14.5,16,18,21,,ft
SILN1,Silver Creek,41.297222,-97.713889,Silver Creek,NE,10,11,13,15,,ft
SILO3,Siletz,44.715278,-123.888611,Siletz River,OR,12,16,20,25,,ft
SILS1,Silver Street,34.209444,-81.763333,Little River,SC,10,11,20,30,,ft
SILT2,Silver,32.053611,-100.761667,Colorado River (TX),TX,13,15,18,21,,ft
SIMC3,Simsbury,41.869706,-72.797244,Farmington River,CT,10,12,15,18,,ft
SIMI3,Simonton Lake near Elkhart,41.751389,-85.957778,Northern Indiana Lakes,IN,,,,,,
SIMN7,Simpson,35.561667,-77.230833,Chicod Creek,NC,9.5,10,14,16,,ft
SIMS1,Highway 418,34.652778,-82.297778,Reedy River,SC,16,20,26,30,,ft
SINW4,Sinclair,41.872222,-107.056944,North Platte River,WY,8.5,9,10,11,,ft
SIOI4,Sioux City,42.535,-96.410556,Perry Creek,IA,20,24,26,28,,ft
SIOT2,Dresden Drive,29.498889,-98.51,Olmos Creek,TX,9,9,10,12,,ft
SIPK1,Scipio,38.348889,-95.203333,Pottawatomie Creek,KS,18,23,25,38,,ft
SIPL1,Black Bay near Stone Island,29.569167,-89.512222,Breton Sound Basin,LA,,,,,,ft
SIRI2,Shirland,42.438056,-89.175,Pecatonica River,IL,11,12,14,15.5,,ft
SISW2,Sissonville,38.526111,-81.631389,Pocotalico River,WV,28,30,33,35,,ft
SIVN1,Silver Creek,41.328889,-97.675,Prairie Creek,NE,8,9,11,16,,ft
SIXA2,Hope,60.820833,-149.425278,Sixmile Creek,AK,11,14,15.5,17,,ft
SIXN7,PINEVILLE #6512,35.010278,-80.828611,Sixmile Creek (NC),NC,15,16,18,20,,ft
SJIM6,St. Joseph Island Lighthouse,30.190833,-89.422222,Mississippi Sound,MS,,,,,,ft
SJLF1,Jacksonville,30.322222,-81.665556,St. Johns River,FL,1.5,2,2.5,3.5,-2.5,ft
SJMC1,Mendota,36.810556,-120.377222,San Joaquin River,CA,,,,,,ft
SJMI1,St Maries,47.316812,-116.554809,St Joe River,ID,31,32.5,36,38,,ft
SJOA4,St Joe,35.983056,-92.747222,Buffalo River,AR,20,27,35,50,,ft
SJRI3,Ft. Wayne at Parnell Ave,41.108889,-85.125556,St. Joseph River (OH/IN),IN,,,,,,ft
SJSL1,Southlake at New Orleans,29.974167,-90.091111,Bayou Saint John,LA,,,,,,ft
SJSM7,St. Joseph,39.753333,-94.856944,Missouri River,MO,14,17,21,27,,ft
SJZM7,Stockton,37.735833,-93.779722,Sac River,MO,15,,,,,ft
SKCT2,Stryker Creek Lake,31.940278,-94.988611,Stryker Creek,TX,,,,,,ft
SKEC2,Montezuma,39.605556,-105.9425,Snake River (CO),CO,,,,,,
SKGA2,Skagway River Bridge,59.468333,-135.302222,Skagway River,AK,25.5,26.5,28,30,,ft
SKHI1,King Hill,43.002222,-115.201667,Snake River,ID,,,,,,ft
SKLA2,Skilak Lake,60.466389,-150.601389,Kenai River,AK,12,13,14.2,16,,ft
SKLO2,Skiatook Lake,36.350556,-96.086944,Eastern Oklahoma Lakes,OK,,,,729,,ft
SKMT2,Skidmore,28.282222,-97.620556,Aransas River,TX,7,13,14,20,,ft
SKOM1,Skowhegan,44.766667,-69.716667,Kennebec River,ME,25,35,100,125,,ft
SKPA1,Skipperville (SR 105),31.575,-85.5,West Fork Choctawhatchee River,AL,16,,,,,ft
SKPC1,Lakeport,39.095556,-122.96,Scotts Creek,CA,9,,,,,ft
SKTA2,Skagway,59.45,-135.317778,Skagway,AK,24,26,27,,,ft
SKTK1,Stockton,39.559444,-99.285556,Bow Creek,KS,8,9,12,13.6,,ft
SKVP1,Strickersville,39.7475,-75.770833,White Clay Creek,PA,9,9.5,11,12,,ft
SKVV2,Stokesville,38.3375,-79.24,North River,VA,,,,,,ft
SKWA2,Skwentna,61.961944,-151.166944,Skwentna River,AK,40.5,42,43.5,45,,ft
SKYI4,Yorktown,40.742437,-95.129611,Snake Creek,IA,92,92.5,93.5,95,,ft
SKYN6,Skaneateles Jct,43.0147,-76.4722,Skaneateles Creek,NY,,,,,,ft
SLAA2,Coldfoot,67.254722,-150.173333,Slate Creek,AK,17.5,18.7,20.2,,,ft
SLAC2,Dillon,39.639722,-106.039722,Straight Creek (CO),CO,5.3,6,7,7.5,,ft
SLAI3,Salamonie Lake Dam,40.807222,-85.677222,Northern Indiana Lakes,IN,,,,,730,ft
SLAM7,LaRussell,37.150278,-94.061389,Spring River,MO,5.5,,,,,ft
SLBI3,Shelby,41.182778,-87.340278,Kankakee River,IN,8.8,9,11,12.5,,ft
SLCA3,Chrysotile -Salt River Canyon,33.798106,-110.499829,Salt River,AZ,15,18,23,27,,ft
SLCC1,San Lorenzo,37.684167,-122.138889,San Lorenzo Creek (Alameda),CA,,,,,,ft
SLCN7,Siler City,35.735,-79.423333,Rocky River,NC,,,,,,ft
SLDM8,Livingston,45.738361,-110.479469,Shields River,MT,,5.5,6.3,6.8,,ft
SLGC1,,36.75,-121.806111,Salinas River Lagoon,CA,5,,7,,,ft
SLIM2,Solomons Island,38.32,-76.45,Patuxent River,MD,2.5,2.8,4,5,,ft
SLKI4,Orleans,43.469722,-95.123611,Spirit Lake,IA,16,17,18,20,,ft
SLLA1,Sellersville (CR 40),31.129722,-85.984167,Double Bridges Creek,AL,16,,,,,ft
SLLF1,St Lucie Lock and Dam,27.110833,-80.285,St Lucie Canal,FL,,,,,,ft
SLLM7,Sullivan,38.158333,-91.108333,Meramec River,MO,9,11,20,29,,ft
SLMA2,Hyder,56.026111,-130.065278,Salmon River,AK,,,,,,ft
SLMN6,Salamanca,42.156389,-78.715556,Allegheny River,NY,9,12,14,21,,ft
SLMO3,Salem,44.944167,-123.0425,Willamette River,OR,21.2,28,,32,,ft
SLNK1,Salina,38.844444,-97.668056,Mulberry Creek (KS),KS,22,24,26,27.4,,ft
SLNP4,San Lorenzo,18.185833,-65.961667,Rio Grande De Loiza,PR,11,14,21,28,,ft
SLNS2,Lead,44.298889,-103.867222,Spearfish Creek,SD,9,11,13,16,,ft
SLOC1,Oceanside,33.218056,-117.359444,San Luis Rey River,CA,,21,24.5,28,,ft
SLOW4,Lovell,44.838611,-108.434444,Shoshone River,WY,10,11,,,,ft
SLPA3,Priest Road-Tempe,33.439489,-111.960978,Salt River,AZ,7,16,18,20,,ft
SLQC1,Highway 129,36.9125,-121.745278,Salsipuedes Creek,CA,32,34.5,37.5,,,ft
SLRA3,Roosevelt,33.619495,-110.921504,Salt River,AZ,24,30,34,36,,ft
SLRF1,Stuart,27.201944,-80.258889,St Lucie River,FL,,,,,,ft
SLRM2,Rockdale,39.361667,-76.761667,Scotts Level Branch,MD,5,7,9,10,,ft
SLTC3,Lake Saltonstall,41.283611,-72.862778,Lake Saltonstall,CT,,,,,-0.5,ft
SLTS1,Highway 11,35.083889,-82.46,North Saluda River,SC,10,12,15,20,,ft
SLUC1,Lompoc,34.583333,-120.4,Salsipuedes Creek,CA,,,,,,ft
SLVI2,Shelbyville,39.407222,-88.781389,Kaskaskia River,IL,549,549,557,558,,ft
SLVK2,Salvisa,37.925556,-84.821389,Kentucky River,KY,,,,,,ft
SLVM4,L`Anse,46.804167,-88.316944,Silver River,MI,13,14,17,19,,ft
SLVN6,Stilesville,42.074722,-75.396389,West Branch Delaware River,NY,,,,,,ft
SLYP1,Shirleysburg,40.281944,-77.890833,Aughwick Creek,PA,8,10,12,20,,ft
SMAF1,Sumatra,29.949167,-85.015556,Apalachicola River,FL,8,9.5,11.5,13.5,,ft
SMAG1,Smyrna,33.893611,-84.457778,Rottenwood Creek,GA,10,14,19,23,,ft
SMBA3,Bagdad,34.305854,-113.347144,Santa Maria River,AZ,10,11,12,13,,ft
SMBM8,International boundary,49.011408,-113.299547,Saint Mary River,MT,6.5,7.5,8.5,9.5,,ft
SMCG1,Marietta,33.979167,-84.452222,Sewell Mill Creek,GA,9,11,16,20,,ft
SMCT2,Canyon Lake,29.868611,-98.198611,Guadalupe River,TX,,943,945,945,,ft
SMDP1,Shermans Dale,40.323333,-77.169167,Sherman Creek,PA,5,9,11,16,,ft
SMFG1,Starrs Mill,33.328333,-84.509167,Whitewater Creek,GA,8,10,15,17,,ft
SMFN5,San Marcial,33.679167,-106.996944,Rio Grande,NM,24.5,24.5,26,27.5,,ft
SMFN7,Smithfield,35.512778,-78.35,Neuse River,NC,14,15,18,20,,ft
SMFV2,Seven Mile Ford,36.807222,-81.622222,Middle Fork Holston River,VA,7,8,9,10,,ft
SMHC1,Temecula,33.473889,-117.141389,Santa Margarita River,CA,,,,,,ft
SMHM7,Smithville,39.388056,-94.578889,Little Platte River,MO,21,27,30.5,35,,ft
SMHM8,Eagle Creek near Fort Logan,46.828056,-111.191389,Smith River (MT),MT,,,,,,ft
SMHS1,North Main St Columbia,34.027222,-81.041944,Smith Branch (SC),SC,8.5,9,10,17,,ft
SMIN1,St. Michael,41.0325,-98.740556,South Loup River,NE,6.5,7.5,12,15,,ft
SMIT2,Smithville,30.0125,-97.161667,Colorado River (TX),TX,10,20,23,28,,ft
SMIV2,Smith Mountain Lake,37.02,-79.53,Roanoke River,VA,796,797,798,799,,ft
SMKT2,Millers Creek Reservoir near Bomarton,33.408822,-99.390161,Millers Creek,TX,,,,,,ft
SMLI2,Smithland Lock and Dam,37.158333,-88.426111,Ohio River,IL,35,40,48,50,,ft
SMML1,Simmesport,30.9825,-91.798333,Atchafalaya River,LA,46,47,50,60,,ft
SMMV2,Martinsville,36.661111,-79.880833,Smith River,VA,9,11,14,16,,ft
SMNA2,Salmon Creek Road,60.145833,-149.411944,Salmon Creek (Alaska),AK,,,,,,ft
SMNI1,Salmon,45.183333,-113.894444,Salmon River,ID,7,7.5,8.5,9.5,,ft
SMON7,West Morehead Street,35.228333,-80.869167,Stewart Creek,NC,12,14,16,18,,ft
SMPC2,Placerville,38.042222,-108.133056,San Miguel River,CO,,,,,,
SMPM2,Allview,39.181111,-76.852222,Little Patuxent River,MD,278,280,281,283,,ft
SMRN7,Shamrock Drive,35.236111,-80.771111,Briar Creek,NC,5,5.5,10,12,,ft
SMRT2,Martindale,29.832222,-97.842222,San Marcos River,TX,,,,,,ft
SMTG1,Traders Hill,30.783056,-82.024167,St. Marys River,GA,7,10,,,,ft
SMVN4,Somerville,40.575,-74.615833,Peters Brook,NJ,,,,,,ft
SMWV2,Woolwine,36.778333,-80.249444,Smith River,VA,8,9,11,13,,ft
SMYM4,Smyrna,43.052778,-85.264722,Flat River,MI,5.5,8.5,9.5,10.5,,ft
SMYM8,Babb,48.833333,-113.418889,Saint Mary River,MT,,,,,,ft
SNAI1,Blackfoot,43.197283,-112.369297,Snake River,ID,9.5,10.5,11.5,13,,ft
SNAN5,San Acacia,34.256389,-106.890833,Rio Grande,NM,21,23,25,33,,ft
SNAW1,Snohomish,47.910556,-122.097778,Snohomish River,WA,,25,27,29,,ft
SNBT2,San Saba,31.217778,-98.564167,Colorado River (TX),TX,25,30,34,38,,ft
SNCA3,Peridot,33.296389,-110.450833,San Carlos River,AZ,10,11,12,13,,ft
SNCC2,Cedaredge,38.984722,-107.853611,Surface Creek,CO,4,5,6,8,,ft
SNCF1,Airport near Kissimmee,28.303889,-81.451111,Shingle Creek,FL,,,,,,ft
SNCG1,Lake Sinclair,33.14,-83.203056,Oconee River,GA,340,340.5,,,,ft
SNCK1,Seneca,39.947778,-96.108333,Turkey Creek (KS),KS,16,21,23.5,40,,ft
SNCM5,Jordan,44.668333,-93.634444,Sand Creek,MN,9,10,11,12,,ft
SNCN5,Sanchez,35.654722,-104.378611,Canadian River,NM,21,22,26,30,,ft
SNCP1,St Charles,40.994444,-79.394444,Red Bank Creek,PA,14.1,17,20,22,,ft
SNCT2,San Angelo,31.465833,-100.4475,North Concho River,TX,,,,,,
SNCV2,Stone,36.773889,-83.0325,Stone Creek,VA,10,12,,,,ft
SNDK1,Scandia,39.798333,-97.790833,Republican River,KS,5,10,13,15,,ft
SNDO3,Bull Run,45.448611,-122.245,Sandy River,OR,19.3,19.3,,21.5,,ft
SNDW4,Beulah,44.518611,-104.0825,Sand Creek (WY),WY,,,,,,ft
SNFF1,Sanford,28.837778,-81.324444,St. Johns River,FL,5.5,6,7,8,,ft
SNFM6,Sunflower,33.52917,-90.438739,Quiver River,MS,,,,,,ft
SNFW1,Oso,48.2725,-121.888056,North Fork Stillaguamish River,WA,,,,,,ft
SNKA2,Nome,64.564167,-165.507222,Snake River,AK,11,12,,,,ft
SNKG1,Whitesburg,33.529444,-84.928333,Snake Creek,GA,10,12,14,17,,ft
SNKS2,Ashton,44.959167,-98.515278,Snake Creek,SD,11.5,11.5,13,16,,ft
SNKV2,DINWIDDIE,37.066944,-77.602778,Stony Creek,VA,,,,,,ft
SNLO1,Senecaville Dam Pool,39.925278,-81.435,Seneca Fork,OH,,,,,,ft
SNMM4,Sumnerville,41.913333,-86.213056,Dowagiac River,MI,6,8,9,14,,ft
SNNP1,Sinnemahoning,41.317222,-78.103333,Sinnemahoning Creek,PA,13,17,19,21,,ft
SNOA2,Seward,60.29444,-149.34604,Snow River,AK,12,16,17,18,,ft
SNPP1,Shannopin,39.759167,-79.970833,Dunkard Creek,PA,10,12,,,,ft
SNPT2,Loop 410,29.321944,-98.45,San Antonio River,TX,12,12,20,26,,ft
SNQW1,N Fk Snoqualmie R nr Snoqualmie Falls,47.615,-121.712222,North Fork Snoqualmie River,WA,,,,,,ft
SNRC1,,35.796667,-120.906111,San Antonio Reservoir,CA,780,,802,,,ft
SNRO3,Riley,43.672222,-119.670833,Silver Creek,OR,,,,,,ft
SNTN7,SANTEETLAH DAM,35.383333,-83.883333,Cheoah river,NC,1817,1820,1824,1836,,ft
SNWF1,Sumatra (CR 22),30.038611,-84.843889,New River,FL,22,,,,,ft
SNWM4,Sidnaw,46.584167,-88.575833,Sturgeon River,MI,11,12,15,17,,ft
SNYI1,Nyssa,43.876111,-116.9825,Snake River,ID,,,,,,ft
SNZM7,Sumner,39.639444,-93.272778,Grand River,MO,21,26,28,40,,ft
SOCG1,Lithonia,33.773333,-84.077222,Stone Mountain Creek,GA,10,12,18,25,,ft
SOCS1,Aiw At Hwy 544 At Socastee,33.686944,-79.005,Atlantic Intracoastal Waterway,SC,,,,,,ft
SOGC1,Saratoga,37.2544,-122.0383,Saratoga Creek,CA,,,,,,ft
SOGM5,Sogn,44.406667,-92.930556,Little Cannon River,MN,,,,,,ft
SOGM7,School of Ozarks,36.617222,-93.2425,White River (MO),MO,,,,,,ft
SOGW3,Soldiers Grove,43.3944,-90.7756,Kickapoo River,WI,10,13,16,19,,ft
SOHN3,Merrimack,42.857586,-71.5062,Souhegan River,NH,8,9,11,13,,ft
SOHV2,SOUTH HILL,36.786944,-78.1175,Meherrin River,VA,,,,,,ft
SOLC1,Soledad,36.280556,-121.372778,Arroyo Seco (Monterey),CA,12,,14,,,ft
SOLT1,Solway,35.965,-84.178611,Beaver Creek (TN),TN,,,,,,ft
SOLT2,Sour Lake,30.105833,-94.334444,Pine Island Bayou,TX,22,25,29,32,,ft
SOMT1,Sommerville 1N,35.258611,-89.353611,Loosahatchie River,TN,,,,,,ft
SOMT2,Lake Somerville,30.322222,-96.525556,Southeast Texas Lakes,TX,,,,,,ft
SONP1,Sonestown,41.356944,-76.535,Muncy Creek,PA,5,,,,,ft
SOPF1,Sopchoppy (FR 343),30.129167,-84.494444,Sopchoppy River,FL,20,28,30,34,,ft
SOPS1,LOG SHOALS RD,34.728611,-82.324722,Reedy River,SC,16,22,24,26,,ft
SOQC1,Soquel,36.991389,-121.954722,Soquel Creek,CA,13,16,18,22,,ft
SORI2,Shorewood,41.522222,-88.1925,Du Page River,IL,6,6.5,8,10,,ft
SOSC1,Somerset,38.624167,-120.700556,Middle Fork Cosumnes River,CA,,,,,,ft
SOSW3,Superior,46.633333,-92.093889,Nemadji River,WI,,,,,,ft
SOTN7,Spruce Pine,35.914444,-82.067222,North Toe River,NC,6.5,16,20,25.5,,ft
SOUA2,Hyder,55.833333,-130.181667,Soule River,AK,,,,,,ft
SOUG1,Lithonia,33.629722,-84.128611,South River,GA,10,12,17,21,,ft
SOUN3,Pembroke,43.213692,-71.4803,Soucook River,NH,9,11,13,15,,ft
SOUT2,South Bend,33.024167,-98.643611,Brazos River,TX,19,21,28,34,,ft
SPAN7,Sparta,36.460278,-81.167778,Little River (NC),NC,5,8,11,14,,ft
SPAT2,Speaks,29.321667,-96.708889,Navidad River,TX,21,24,27,29,,ft
SPBN6,South Plattsburgh,44.64,-73.495278,Salmon River,NY,,,,,,ft
SPCO2,Sapulpa,35.988333,-96.081944,Polecat Creek,OK,21,21,25,30,,ft
SPCT2,Sheffield,30.659444,-101.769722,Pecos River,TX,23,28,29,30,,ft
SPDI1,Spalding,46.448611,-116.826389,Clearwater River,ID,17,18,19,19.4,,ft
SPDN1,Spalding,41.711389,-98.446667,Cedar River (NE),NE,7,8,11,13,,ft
SPDT2,Splendora,30.2325,-95.168056,Peach Creek,TX,11,13,16,17,,ft
SPDW3,Spirit Reservoir,45.438056,-89.7425,Spirit River,WI,1438,1439,1441,1443,,ft
SPEI3,Speedway,39.7875,-86.228056,Little Eagle Creek,IN,4,6,8,15.2,0.11,cfs
SPEO2,Sperry,36.278333,-95.953889,Bird Creek,OK,21,21,24,29,,ft
SPEW1,South Prairie,47.139722,-122.091389,South Prairie Creek,WA,,,,,,ft
SPFI2,Springfield,39.815278,-89.698611,Spring Creek (IL),IL,,,,,,ft
SPFM5,Springfield,44.203333,-95.048056,Cottonwood River (MN),MN,,,,,,ft
SPGG1,Snapping Shoals,33.484444,-83.958056,South River,GA,10,12,16,20,,ft
SPGM3,Springfield,42.096389,-72.594722,Connecticut River,MA,18,20,22,24,,ft
SPGN4,Springfield,40.686389,-74.312222,Rahway River,NJ,6.5,7,8.5,10.5,,ft
SPGN5,Springer,36.360278,-104.598056,Cimarron River (NM),NM,,,,,,
SPGS2,Springfield,42.855833,-97.885,Missouri River,SD,9,10,12,14,,ft
SPHC1,White Sulphur Springs Road,38.488056,-122.481667,Sulphur Creek,CA,8,,10,,,ft
SPHF1,Hilliardville on Springhill Road,30.315,-84.398889,Fisher Creek,FL,,,,,,ft
SPHL1,Springhill,32.994444,-93.396389,Bayou Dorcheat,LA,10.5,11,18,21,,ft
